parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
LHTP,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
LHTP,COMGRD,01,,,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,MULTFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,MULTFD,03,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,BALLFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,BALLFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,BALLFD,03,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,BALLFD,04,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
ROCK,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,No,Yes,20,,,,,,,,,,,No,Mecklenburg,,Open
ROCK,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,MULTFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
CLAR,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Poured-in-Place,,,,,,,,,,,Mecklenburg,,Open
MCIN,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MCIN,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MCIN,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,BALLFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,BALLFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,BALLFD,03,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,BALLFD,04,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PAVILN,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PARKSP,02,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,TENNCT,01,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
HORN,BMXTRK,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,RESTRM,02,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,VOLYBL,01,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
HORN,PLAY60,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SUNH,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SUNH,GOLFCS,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,PARKSP,02,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,BALLFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,BALLFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,PARKSP,03,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
COUL,BATCAG,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,BATCAG,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,Yes,40,,,,,,,,,,,Yes,Mecklenburg,,Open
